Grupo,test,TCNO,VG,Decision
GrupoT,w33,134,-1,FALSE
GrupoT,w34,134,-1,FALSE
GrupoT,w35,134,-1,FALSE
GrupoT,w36,134,-1,FALSE
GrupoT,w37,134,-1,FALSE
GrupoT,w38,134,-1,FALSE
GrupoT,w39,134,-1,FALSE
GrupoT,w40,134,-1,FALSE
GrupoT,w41,134,-1,FALSE
GrupoT,w42,134,-1,FALSE
GrupoT,w43,134,-1,FALSE
GrupoT,w44,134,-1,FALSE
GrupoT,w45,134,-1,FALSE
GrupoT,w46,134,-1,FALSE
GrupoT,w47,134,-1,FALSE
GrupoT,w48,134,-1,FALSE
GrupoT,w49,134,-1,FALSE
GrupoT,w50,134,-1,FALSE
GrupoT,w51,134,-1,FALSE
GrupoT,w52,134,-1,FALSE
GrupoT,w53,134,-1,FALSE
GrupoT,w54,134,-1,FALSE
GrupoT,w55,134,-1,FALSE
GrupoT,w56,134,-1,FALSE
GrupoT,w57,134,-1,FALSE
GrupoT,w58,134,-1,FALSE
GrupoT,w59,134,-1,FALSE
GrupoT,w60,134,-1,FALSE
GrupoT,w61,134,-1,FALSE
GrupoT,w62,134,-1,FALSE
GrupoT,w63,134,-1,FALSE
GrupoT,w64,134,-1,FALSE
GrupoT,w65,134,-1,FALSE
GrupoT,w66,134,-1,FALSE
GrupoT,w67,134,-1,FALSE
GrupoT,w68,134,-1,FALSE
GrupoT,w69,134,-1,FALSE
GrupoT,w70,134,-1,FALSE
GrupoT,w71,134,-1,FALSE
GrupoT,w72,134,-1,FALSE
GrupoT,w73,134,-1,FALSE
GrupoT,w74,134,-1,FALSE
GrupoT,w75,134,-1,FALSE
GrupoT,w76,134,-1,FALSE
GrupoT,w77,134,-1,FALSE
GrupoT,w78,134,-1,FALSE
