Grupo,test,TCNO,VG,TCNOTEXT,VGTEXT,Output,Decision.TCNO,Decision.VG,Decision
GrupoD,w71,1,1318,NA, 133 1181 0 4 0 ,NA,FALSE,FALSE,FALSE
GrupoD,w72,1,1176,NA, 122 1050 0 4 0 ,NA,FALSE,FALSE,FALSE
GrupoD,w73,1,58,NA, 54 0 0 4 0 ,NA,FALSE,FALSE,FALSE
GrupoD,w74,1,1459,NA, 141 1314 0 4 0 ,NA,FALSE,FALSE,FALSE
GrupoD,w75,1,82,NA, 78 0 0 4 0 ,NA,FALSE,FALSE,FALSE
GrupoD,w76,0,81,NA, 77 0 0 4 0 ,NA,TRUE,FALSE,FALSE
GrupoD,w77,1,49,NA, 45 0 0 4 0 ,NA,FALSE,FALSE,FALSE
GrupoD,w78,1,55,NA, 51 0 0 4 0 ,NA,FALSE,FALSE,FALSE
GrupoE,w00,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w01,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w02,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w03,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w04,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w05,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w06,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w07,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w08,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w09,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w10,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w11,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w12,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w13,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w14,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w15,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w16,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w17,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w18,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w19,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w20,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w21,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w22,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w23,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w24,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w25,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w26,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w27,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w28,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w29,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w30,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w31,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w32,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w33,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w34,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w35,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w36,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w37,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w38,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w39,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w40,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w41,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w42,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w43,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w44,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w45,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w46,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w47,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w48,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w49,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w50,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w51,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w52,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w53,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w54,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w55,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w56,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w57,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w58,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w59,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w60,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w61,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w62,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w63,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w64,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w65,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w66,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w67,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w68,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w69,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w70,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w71,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w72,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w73,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w74,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w75,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w76,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w77,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoE,w78,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoG,w00,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w01,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w02,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w03,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w04,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w05,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w06,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w07,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w08,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w09,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w10,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w11,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w12,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w13,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w14,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w15,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w16,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w17,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w18,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w19,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w20,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w21,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w22,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w23,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w24,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w25,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w26,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w27,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w28,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w29,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w30,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w31,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w32,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w33,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w34,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w35,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w36,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w37,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w38,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w39,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w40,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w41,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w42,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w43,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w44,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w45,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w46,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w47,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w48,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w49,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w50,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w51,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w52,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w53,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w54,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w55,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w56,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w57,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w58,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w59,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w60,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w61,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w62,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w63,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w64,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w65,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w66,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w67,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w68,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w69,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w70,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w71,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w72,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w73,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w74,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w75,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w76,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w77,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoG,w78,1,-1,NA,NA,timeout: failed to run command ‘./etapa3’: No such file or directory ,FALSE,FALSE,FALSE
GrupoH,w00,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w01,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w02,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w03,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w04,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w05,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w06,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w07,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w08,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w09,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w10,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w11,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w12,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w13,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w14,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w15,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w16,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w17,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w18,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w19,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w20,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w21,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w22,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w23,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w24,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w25,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w26,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w27,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w28,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w29,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w30,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w31,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w32,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w33,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w34,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w35,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w36,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w37,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w38,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w39,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w40,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w41,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w42,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w43,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w44,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w45,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w46,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w47,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w48,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w49,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w50,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w51,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w52,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w53,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w54,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w55,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w56,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w57,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w58,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w59,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w60,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w61,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w62,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w63,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w64,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w65,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w66,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w67,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w68,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w69,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w70,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w71,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w72,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w73,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w74,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w75,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w76,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w77,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoH,w78,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w00,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w01,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w02,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w03,0,208,NA, 208 0 0 0 0 ,NA,TRUE,FALSE,FALSE
GrupoI,w04,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w05,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w06,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w07,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w08,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w09,0,208,NA, 208 0 0 0 0 ,NA,TRUE,FALSE,FALSE
GrupoI,w10,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w11,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w12,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w13,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w14,1,264,NA, 56 0 0 208 0 ,NA,FALSE,FALSE,FALSE
GrupoI,w15,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w16,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w17,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w18,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w19,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w20,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w21,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w22,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w23,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w24,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w25,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w26,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w27,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w28,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w29,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w30,1,-1,NA,NA,"[3]: syntax error, unexpected TOKEN_ERRO ",FALSE,FALSE,FALSE
GrupoI,w31,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w32,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w33,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w34,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w35,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w36,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w37,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w38,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w39,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w40,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w41,1,-1,NA,NA,"[4]: syntax error, unexpected TOKEN_ERRO ",FALSE,FALSE,FALSE
GrupoI,w42,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w43,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w44,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w45,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
GrupoI,w46,0,0,NA,no leaks are possible,NA,TRUE,TRUE,TRUE
